Pop.Type,loc,bed,row,col,pop,mf,rep,Genotype,block,elevation.group,elev_m,Lat,Long,GrwSsn_GD_Recent,GrwSsn_GD_Historical,Wtr_Year_GD_Recent,Wtr_Year_GD_Historical,Geographic_Dist,Elev_Dist,bud.date,death.date,SurvtoRep_y2
2023-survivor,H_31_C,H,31,C,IH,5,13,IH_5_13,K,Low,454.1298385,39.09332,-120.92114,0.45312803979930383,0.4559818192139265,0.422261684130245,0.3865157522289891,65203.39531640123,1565.8701615,NA,7/2/24,0
2023-survivor,I_12_A,I,12,A,IH,1,1,IH_1_1,L,Low,454.1298385,39.09332,-120.92114,0.45312803979930383,0.4559818192139265,0.422261684130245,0.3865157522289891,65203.39531640123,1565.8701615,NA,6/18/24,0
2023-survivor,I_16_B,I,16,B,BH,2,1,BH_2_1,L,Low,511.4294422,37.40985,-119.96458,0.3604549428293177,0.3815129633506691,0.5660007888959232,0.5206930652158447,159625.59620443787,1508.5705578,NA,6/18/24,0
2023-survivor,I_18_A,I,18,A,BH,1,1,BH_1_1,L,Low,511.4294422,37.40985,-119.96458,0.3604549428293177,0.3815129633506691,0.5660007888959232,0.5206930652158447,159625.59620443787,1508.5705578,NA,NA,0
2023-survivor,I_3_D,I,3,D,BH,4,1,BH_4_1,L,Low,511.4294422,37.40985,-119.96458,0.3604549428293177,0.3815129633506691,0.5660007888959232,0.5206930652158447,159625.59620443787,1508.5705578,NA,6/18/24,0
2023-survivor,J_4_A,J,4,A,YO7,3,8,YO7_3_8,M,High,2469.978665,37.80903,-119.56605,0.35348538327998885,0.34322189186049695,0.3278142543551394,0.31317642544210694,128036.86977041698,-449.9786650000001,6/18/24,9/24/24,1
2023-survivor,J_8_A,J,8,A,BH,5,2,BH_5_2,M,Low,511.4294422,37.40985,-119.96458,0.3604549428293177,0.3815129633506691,0.5660007888959232,0.5206930652158447,159625.59620443787,1508.5705578,NA,6/18/24,0
2023-survivor,J_10_A,J,10,A,BH,4,2,BH_4_2,M,Low,511.4294422,37.40985,-119.96458,0.3604549428293177,0.3815129633506691,0.5660007888959232,0.5206930652158447,159625.59620443787,1508.5705578,NA,NA,0
2023-survivor,J_15_A,J,15,A,YO7,7,11,YO7_7_11,M,High,2469.978665,37.80903,-119.56605,0.35348538327998885,0.34322189186049695,0.3278142543551394,0.31317642544210694,128036.86977041698,-449.9786650000001,NA,NA,0
2023-survivor,J_18_B,J,18,B,SC,8,2,SC_8_2,M,Low,421.5178299,38.41167,-120.73583000000001,0.4493119322097615,0.4471144228275997,0.49706981852766485,0.4743355233119946,62498.874631501516,1598.4821701,NA,6/18/24,0
2023-survivor,J_11_D,J,11,D,IH,5,2,IH_5_2,M,Low,454.1298385,39.09332,-120.92114,0.45312803979930383,0.4559818192139265,0.422261684130245,0.3865157522289891,65203.39531640123,1565.8701615,7/9/24,10/2/24,1
2023-survivor,J_13_C,J,13,C,BH,6,2,BH_6_2,M,Low,511.4294422,37.40985,-119.96458,0.3604549428293177,0.3815129633506691,0.5660007888959232,0.5206930652158447,159625.59620443787,1508.5705578,NA,NA,0
2023-survivor,J_17_D,J,17,D,LV1,8,1,LV1_8_1,M,High,2593.416641,40.47471,-121.50486,0.4138238945758593,0.6148904032221205,0.4058296303042206,0.49887652894575624,212682.4805822545,-573.4166409999998,NA,7/9/24,0
2023-survivor,K_2_B,K,2,B,IH,4,14,IH_4_14,M,Low,454.1298385,39.09332,-120.92114,0.45312803979930383,0.4559818192139265,0.422261684130245,0.3865157522289891,65203.39531640123,1565.8701615,NA,6/18/24,0
2023-survivor,K_4_B,K,4,B,IH,6,2,IH_6_2,M,Low,454.1298385,39.09332,-120.92114,0.45312803979930383,0.4559818192139265,0.422261684130245,0.3865157522289891,65203.39531640123,1565.8701615,NA,6/18/24,0
2023-survivor,K_10_A,K,10,A,YO7,1,2,YO7_1_2,M,High,2469.978665,37.80903,-119.56605,0.35348538327998885,0.34322189186049695,0.3278142543551394,0.31317642544210694,128036.86977041698,-449.9786650000001,6/18/24,8/27/24,1
2023-survivor,K_13_A,K,13,A,CC,1,2,CC_1_2,M,Low,313,39.58597,-121.43311,0.43490172820755546,0.5097214611547519,0.4450085211577885,0.4145360922023299,132498.41828627142,1707,6/18/24,10/23/24,1
2023-survivor,K_2_C,K,2,C,YO7,5,13,YO7_5_13,M,High,2469.978665,37.80903,-119.56605,0.35348538327998885,0.34322189186049695,0.3278142543551394,0.31317642544210694,128036.86977041698,-449.9786650000001,6/18/24,8/27/24,1
2023-survivor,K_7_C,K,7,C,SC,6,2,SC_6_2,M,Low,421.5178299,38.41167,-120.73583000000001,0.4493119322097615,0.4471144228275997,0.49706981852766485,0.4743355233119946,62498.874631501516,1598.4821701,NA,6/18/24,0
2023-survivor,K_8_C,K,8,C,IH,1,2,IH_1_2,M,Low,454.1298385,39.09332,-120.92114,0.45312803979930383,0.4559818192139265,0.422261684130245,0.3865157522289891,65203.39531640123,1565.8701615,NA,6/18/24,0
