parent.pop,elevation.group,elev_m,timeframe,year,month,grwssn_length,cwd,pck,ppt,tmn,tmx
SC,low,421.5178299,recent,1996,5,7,9.72,0,116.91,9.78,24.42
SC,low,421.5178299,recent,1996,6,7,16.18,0,14.42,12.81,30.2
SC,low,421.5178299,recent,1996,7,7,144.56,0,0.14,16.94,35.2
SC,low,421.5178299,recent,1997,11,9,36.67,0,138.3,6.41,17.18
SC,low,421.5178299,recent,1997,12,9,22.65,0,329.03,5.33,12.93
SC,low,421.5178299,recent,1997,1,9,20.23,0,292.09,4.33,11.9
SC,low,421.5178299,recent,1997,2,9,33.08,0,19.92,3.87,15.38
SC,low,421.5178299,recent,1997,3,9,50.4,0,7.32,5.84,20.35
SC,low,421.5178299,recent,1997,4,9,70.13,0,25.19,6.82,21.26
SC,low,421.5178299,recent,1997,5,9,79.22,0,8.37,11.51,28.52
SC,low,421.5178299,recent,1997,6,9,60.66,0,14.04,12.78,29.5
SC,low,421.5178299,recent,1997,7,9,183.18,0,0,15.05,33.03
SC,low,421.5178299,recent,1998,11,9,36.93,0,123.99,7.37,18.01
SC,low,421.5178299,recent,1998,12,9,23.31,0,70.89,2.21,12.39
SC,low,421.5178299,recent,1998,1,9,20.81,0,283.81,4.74,12.97
SC,low,421.5178299,recent,1998,2,9,26.1,0,335.28,4.5,11.94
SC,low,421.5178299,recent,1998,3,9,30.06,0,134.25,5.27,16.4
SC,low,421.5178299,recent,1998,4,9,35.28,0,112.56,5.89,17.04
SC,low,421.5178299,recent,1998,5,9,8.84,0,144.7,7.09,18.07
SC,low,421.5178299,recent,1998,6,9,6.9,0,16.09,11.2,25.35
SC,low,421.5178299,recent,1998,7,9,132.99,0,0.07,15.49,33.41
SC,low,421.5178299,recent,1999,12,7,22.63,0,64.29,0.26,11.45
SC,low,421.5178299,recent,1999,1,7,22.7,0,160.7,2.58,12.35
SC,low,421.5178299,recent,1999,2,7,25.84,0,231.79,2.92,12.88
SC,low,421.5178299,recent,1999,3,7,45.84,0,61.43,3.49,14.79
SC,low,421.5178299,recent,1999,4,7,65.18,0,46.83,5.33,18.14
SC,low,421.5178299,recent,1999,5,7,66.97,0,19.62,7.46,23.6
SC,low,421.5178299,recent,1999,6,7,88.01,0,5,10.89,28.79
SC,low,421.5178299,recent,2000,12,8,24.44,0,17.25,2.38,14.06
SC,low,421.5178299,recent,2000,1,8,22.5,0,239.14,4.03,13.04
SC,low,421.5178299,recent,2000,2,8,27.26,0,294.89,5.23,14.44
SC,low,421.5178299,recent,2000,3,8,47.7,0,45.87,4.73,16.68
SC,low,421.5178299,recent,2000,4,8,69.1,0,52,7.42,21.29
SC,low,421.5178299,recent,2000,5,8,9.75,0,77.12,10.22,24.39
SC,low,421.5178299,recent,2000,6,8,32.01,0,11.3,14.1,32.02
SC,low,421.5178299,recent,2000,7,8,169.72,0,0,12.96,32
SC,low,421.5178299,recent,2001,11,8,31.65,0,32.97,3.21,13.97
SC,low,421.5178299,recent,2001,12,8,24.68,0,31.21,4.15,14.53
SC,low,421.5178299,recent,2001,1,8,23.56,0,100.05,2.28,13.04
SC,low,421.5178299,recent,2001,2,8,31.58,0,131.73,2.82,12.88
SC,low,421.5178299,recent,2001,3,8,49.57,0,49,5.77,18.94
SC,low,421.5178299,recent,2001,4,8,54.46,0,81.85,4.93,17.94
SC,low,421.5178299,recent,2001,5,8,74.31,0,0,11.7,30.89
SC,low,421.5178299,recent,2001,6,8,100.28,0,1.75,12.5,32.64
SC,low,421.5178299,recent,2002,12,7,22.64,0,209.58,3.55,11.83
SC,low,421.5178299,recent,2002,1,7,22.59,0,79.37,2.04,11.34
SC,low,421.5178299,recent,2002,2,7,33.55,0,74.89,4.44,15.85
SC,low,421.5178299,recent,2002,3,7,46.99,0,120.6,3.94,16.81
SC,low,421.5178299,recent,2002,4,7,68.51,0,23.78,7.11,20.79
SC,low,421.5178299,recent,2002,5,7,65.56,0,38.79,8.63,25.05
SC,low,421.5178299,recent,2002,6,7,94.26,0,0,12.91,31.98
SC,low,421.5178299,recent,2003,12,7,23.99,0,233.72,4.26,13.22
SC,low,421.5178299,recent,2003,1,7,24.82,0,28.01,5.55,14.93
SC,low,421.5178299,recent,2003,2,7,32.61,0,55.75,3.11,15
SC,low,421.5178299,recent,2003,3,7,48.8,0,68.01,5.37,18.01
SC,low,421.5178299,recent,2003,4,7,34.4,0,172.17,5.01,15.82
SC,low,421.5178299,recent,2003,5,7,65.27,0,22.48,9,24.46
SC,low,421.5178299,recent,2003,6,7,92.37,0,0,13.09,31.65
SC,low,421.5178299,recent,2004,12,7,24.56,0,215.14,4.51,13.13
SC,low,421.5178299,recent,2004,1,7,22.92,0,83.02,2.94,11.47
SC,low,421.5178299,recent,2004,2,7,30.14,0,166.58,3.75,13.7
SC,low,421.5178299,recent,2004,3,7,52.26,0,32.68,7.81,21.76
SC,low,421.5178299,recent,2004,4,7,70.83,0,5.66,8.09,23.03
SC,low,421.5178299,recent,2004,5,7,76.68,0,4.13,8.99,26.87
SC,low,421.5178299,recent,2004,6,7,108.92,0,0.04,12.44,31.71
SC,low,421.5178299,recent,2005,11,9,30.57,0,82.03,5.09,15.51
SC,low,421.5178299,recent,2005,12,9,21.67,0,149.94,3.23,13.38
SC,low,421.5178299,recent,2005,1,9,19.81,0,208.6,3.55,11.17
SC,low,421.5178299,recent,2005,2,9,32.09,0,96.96,5.81,15.82
SC,low,421.5178299,recent,2005,3,9,31.02,0,205.78,6.45,17.9
SC,low,421.5178299,recent,2005,4,9,52.64,0,52.19,6.14,19.34
SC,low,421.5178299,recent,2005,5,9,11.29,0,75.96,9.9,23.81
SC,low,421.5178299,recent,2005,6,9,32.5,0,30.06,10.51,27.73
SC,low,421.5178299,recent,2005,7,9,161.92,0,0,17.73,36.42
SC,low,421.5178299,recent,2006,12,7,25.16,0,300.55,4.86,13.86
SC,low,421.5178299,recent,2006,1,7,20.66,0,159.46,4.08,13.55
SC,low,421.5178299,recent,2006,2,7,33.71,0,67.39,4.31,16.26
SC,low,421.5178299,recent,2006,3,7,27.84,0,227.46,2.95,12.86
SC,low,421.5178299,recent,2006,4,7,36.05,0,236.78,7.27,17.54
SC,low,421.5178299,recent,2006,5,7,34.65,0,30.27,10.97,26.23
SC,low,421.5178299,recent,2006,6,7,102.21,0,0.04,14.76,32.14
SC,low,421.5178299,recent,2007,12,7,24.84,0,111.07,2.67,13.15
SC,low,421.5178299,recent,2007,1,7,23.06,0,31.81,0.39,12.86
SC,low,421.5178299,recent,2007,2,7,29,0,201.77,3.78,14.36
SC,low,421.5178299,recent,2007,3,7,50.59,0,30.99,6.35,20.13
SC,low,421.5178299,recent,2007,4,7,68.51,0,64.44,7.15,20.73
SC,low,421.5178299,recent,2007,5,7,70.6,0,12.2,9.94,26.62
SC,low,421.5178299,recent,2007,6,7,94.48,0,0.53,13.21,30.97
SC,low,421.5178299,recent,2008,11,8,38.5,0,27.12,7.11,19.71
SC,low,421.5178299,recent,2008,12,8,23.87,0,118.58,1.72,11.27
SC,low,421.5178299,recent,2008,1,8,20.88,0,210.27,2.51,10.91
SC,low,421.5178299,recent,2008,2,8,31.71,0,91.95,3.1,14.1
SC,low,421.5178299,recent,2008,3,8,48.92,0,8.18,5.28,18.31
SC,low,421.5178299,recent,2008,4,8,68.43,0,2.44,5.26,20.74
SC,low,421.5178299,recent,2008,5,8,80.47,0,9.43,10.12,26.11
SC,low,421.5178299,recent,2008,6,8,114,0,0,13.73,31.68
SC,low,421.5178299,recent,2009,12,7,23.32,0,89.73,1.29,10.75
SC,low,421.5178299,recent,2009,1,7,24.24,0,80.87,2.67,13.87
SC,low,421.5178299,recent,2009,2,7,30.89,0,155.67,3.6,13.98
SC,low,421.5178299,recent,2009,3,7,47.13,0,101.07,4.02,16.4
SC,low,421.5178299,recent,2009,4,7,66.73,0,35.04,5.47,20.05
SC,low,421.5178299,recent,2009,5,7,27.9,0,54.08,11.33,27.09
SC,low,421.5178299,recent,2009,6,7,95.87,0,2.27,11.95,28.71
SC,low,421.5178299,recent,2010,11,8,36.36,0,21.05,5.74,17.82
SC,low,421.5178299,recent,2010,12,8,24.07,0,129.73,2.1,11.79
SC,low,421.5178299,recent,2010,1,8,22.76,0,173.58,4.24,12.44
SC,low,421.5178299,recent,2010,2,8,33.05,0,105.73,4.96,14.14
SC,low,421.5178299,recent,2010,3,8,47.58,0,91.53,4.62,16.63
SC,low,421.5178299,recent,2010,4,8,34.6,0,151.01,5.28,16.04
SC,low,421.5178299,recent,2010,5,8,9.09,0,59.62,7.02,20.64
SC,low,421.5178299,recent,2010,6,8,93.08,0,1.2,12.96,29.13
SC,low,421.5178299,recent,2011,11,9,30.31,0,152.34,4.51,15.53
SC,low,421.5178299,recent,2011,12,9,21.84,0,255.62,5.05,13.09
SC,low,421.5178299,recent,2011,1,9,22.92,0,68.28,2.81,11.67
SC,low,421.5178299,recent,2011,2,9,29.92,0,148,1.35,12.86
SC,low,421.5178299,recent,2011,3,9,28.72,0,285.31,4.61,13.54
SC,low,421.5178299,recent,2011,4,9,64.77,0,24.69,5.05,17.88
SC,low,421.5178299,recent,2011,5,9,13.31,0,69.15,6.95,21.06
SC,low,421.5178299,recent,2011,6,9,36.16,0,59.94,11.69,26.82
SC,low,421.5178299,recent,2011,7,9,138.23,0,0,14.27,31.92
SC,low,421.5178299,recent,2012,11,9,34.88,0,27.45,4.43,16.14
SC,low,421.5178299,recent,2012,12,9,24.08,0,1.96,1.08,13.5
SC,low,421.5178299,recent,2012,1,9,25.94,0,111.75,2.47,15.33
SC,low,421.5178299,recent,2012,2,9,33.22,0,37.49,2.79,15.15
SC,low,421.5178299,recent,2012,3,9,32.2,0,188.63,3.85,14.54
SC,low,421.5178299,recent,2012,4,9,36.21,0,146.81,6.2,18.98
SC,low,421.5178299,recent,2012,5,9,69.07,0,2.39,9.12,25.07
SC,low,421.5178299,recent,2012,6,9,73.15,0,10.85,11.34,28.95
SC,low,421.5178299,recent,2012,7,9,131.93,0,2.71,14.23,32.49
SC,low,421.5178299,recent,2013,11,9,38.66,0,123.76,6.45,17.91
SC,low,421.5178299,recent,2013,12,9,21.87,0,245.6,2.71,11.44
SC,low,421.5178299,recent,2013,1,9,22.51,0,29.62,0.63,12.66
SC,low,421.5178299,recent,2013,2,9,31.74,0,15.1,1.51,14.51
SC,low,421.5178299,recent,2013,3,9,49.44,0,56.91,5.58,18.88
SC,low,421.5178299,recent,2013,4,9,69.58,0,31.79,7.54,21.83
SC,low,421.5178299,recent,2013,5,9,72.36,0,12.09,10.01,25.96
SC,low,421.5178299,recent,2013,6,9,50.54,0,13.57,12.74,30.93
SC,low,421.5178299,recent,2013,7,9,173.8,0,0,15.65,35.21
SC,low,421.5178299,recent,2014,12,7,24.97,0,13.9,1.07,14.35
SC,low,421.5178299,recent,2014,1,7,28.27,0,22.37,4.32,18.07
SC,low,421.5178299,recent,2014,2,7,34.46,0,207.26,5.02,15.28
SC,low,421.5178299,recent,2014,3,7,32.45,0,124.32,6.71,18.54
SC,low,421.5178299,recent,2014,4,7,39.7,0,65.83,6.87,20.64
SC,low,421.5178299,recent,2014,5,7,71.49,0,7.91,9.91,26.12
SC,low,421.5178299,recent,2014,6,7,97.24,0,0,12.15,31.1
SC,low,421.5178299,recent,2015,12,7,24.12,0,240.6,5.52,13.42
SC,low,421.5178299,recent,2015,1,7,24.16,0,0.97,3.66,14.62
SC,low,421.5178299,recent,2015,2,7,35.21,0,134.62,6.18,18.21
SC,low,421.5178299,recent,2015,3,7,51.56,0,18.36,7.15,21.08
SC,low,421.5178299,recent,2015,4,7,62.94,0,74.64,6.23,20.74
SC,low,421.5178299,recent,2015,5,7,67.67,0,22.47,8.61,23.48
SC,low,421.5178299,recent,2015,6,7,92.27,0,0.68,14.01,32.24
SC,low,421.5178299,recent,2016,11,8,36.23,0,108.65,3.7,15.5
SC,low,421.5178299,recent,2016,12,8,22,0,170.22,1.7,11.21
SC,low,421.5178299,recent,2016,1,8,20.16,0,212.33,4.03,11.99
SC,low,421.5178299,recent,2016,2,8,34.57,0,33.41,5.05,17.68
SC,low,421.5178299,recent,2016,3,8,30.58,0,222.94,6.17,16.94
SC,low,421.5178299,recent,2016,4,8,37.54,0,77.32,7.82,20.64
SC,low,421.5178299,recent,2016,5,8,69.04,0,12.19,9.81,24.15
SC,low,421.5178299,recent,2016,6,8,94.77,0,0,13.2,31.81
SC,low,421.5178299,recent,2017,11,9,29.64,0,93.91,6.43,17.78
SC,low,421.5178299,recent,2017,12,9,20.56,0,135.31,2.09,11.61
SC,low,421.5178299,recent,2017,1,9,19.09,7.57,410.32,2.44,9.75
SC,low,421.5178299,recent,2017,2,9,27,0,351.54,5.39,13.66
SC,low,421.5178299,recent,2017,3,9,36.23,0,104.36,5.71,17.52
SC,low,421.5178299,recent,2017,4,9,35.86,0,124.09,6.35,17.97
SC,low,421.5178299,recent,2017,5,9,69.77,0,5.96,9.87,25.37
SC,low,421.5178299,recent,2017,6,9,64.55,0,11.85,13.63,30.81
SC,low,421.5178299,recent,2017,7,9,161.04,0,0,16.62,35.57
SC,low,421.5178299,recent,2018,12,7,24.56,0,15.41,2.95,15.51
SC,low,421.5178299,recent,2018,1,7,25.02,0,131.8,5.07,14.63
SC,low,421.5178299,recent,2018,2,7,32.68,0,21.09,2.58,15.66
SC,low,421.5178299,recent,2018,3,7,29.13,0,252.39,3.98,15.16
SC,low,421.5178299,recent,2018,4,7,36.73,0,91.77,6.64,19.81
SC,low,421.5178299,recent,2018,5,7,68.54,0,13.32,9.11,24.26
SC,low,421.5178299,recent,2018,6,7,91.83,0,0,11.67,30.31
SC,low,421.5178299,recent,2019,12,8,24.21,0,73.26,3.63,12.92
SC,low,421.5178299,recent,2019,1,8,23.44,0,167.85,4.75,13.98
SC,low,421.5178299,recent,2019,2,8,24.81,0,290.96,1.96,10.89
SC,low,421.5178299,recent,2019,3,8,29.49,0,158.78,5.07,15.04
SC,low,421.5178299,recent,2019,4,8,63.15,0,45.49,8.65,21.14
SC,low,421.5178299,recent,2019,5,8,11.15,0,130.12,8.47,21.09
SC,low,421.5178299,recent,2019,6,8,81.26,0,0.11,13.84,30.51
SC,low,421.5178299,recent,2019,7,8,121.2,0,0,16.27,33.21
SC,low,421.5178299,recent,2020,10,9,76.16,0,0.34,7.78,24
SC,low,421.5178299,recent,2020,11,9,39.26,0,37.95,6.99,19.88
SC,low,421.5178299,recent,2020,12,9,25.13,0,175.71,4.84,12.95
SC,low,421.5178299,recent,2020,1,9,23.5,0,66.03,3.6,12.68
SC,low,421.5178299,recent,2020,2,9,34.26,0,0.85,4.44,17.56
SC,low,421.5178299,recent,2020,3,9,37.85,0,162.29,4.73,15.28
SC,low,421.5178299,recent,2020,4,9,37.09,0,87.12,7.55,19.74
SC,low,421.5178299,recent,2020,5,9,9.93,0,48.51,10.69,25.87
SC,low,421.5178299,recent,2020,6,9,101.76,0,0.31,13.33,30.59
SC,low,421.5178299,recent,2021,12,7,26.2,0,61.95,3.71,14.65
SC,low,421.5178299,recent,2021,1,7,24.91,0,164.63,3.83,13.71
SC,low,421.5178299,recent,2021,2,7,33.08,0,64.38,4.07,15.15
SC,low,421.5178299,recent,2021,3,7,46.55,0,80.2,3.7,15.83
SC,low,421.5178299,recent,2021,4,7,69.4,0,3.69,6.74,22.34
SC,low,421.5178299,recent,2021,5,7,77.33,0,1.73,9.72,26.81
SC,low,421.5178299,recent,2021,6,7,112.2,0,0,14.04,32.24
SC,low,421.5178299,recent,2022,11,8,33.58,0,26.89,7.72,17.5
SC,low,421.5178299,recent,2022,12,8,20.72,0,245.27,3.42,10.86
SC,low,421.5178299,recent,2022,1,8,24.16,0,6.22,3.71,14.63
SC,low,421.5178299,recent,2022,2,8,33.55,0,2.81,3.48,16.74
SC,low,421.5178299,recent,2022,3,8,50.15,0,28.79,6.06,19.16
SC,low,421.5178299,recent,2022,4,8,44.51,0,100.06,6.26,19.87
SC,low,421.5178299,recent,2022,5,8,68.54,0,1.44,8.73,24.66
SC,low,421.5178299,recent,2022,6,8,97.23,0,7.67,14.02,30.7
SC,low,421.5178299,recent,2023,12,7,22.65,0,354.22,2.82,11.28
SC,low,421.5178299,recent,2023,1,7,20.16,0,366.03,3.69,12.3
SC,low,421.5178299,recent,2023,2,7,28.34,0,103.81,1.65,12.54
SC,low,421.5178299,recent,2023,3,7,27.84,0,257.77,3.56,12.28
SC,low,421.5178299,recent,2023,4,7,67.08,0,6.24,6.28,19.69
SC,low,421.5178299,recent,2023,5,7,74.23,0,25.37,9.86,23.34
SC,low,421.5178299,recent,2023,6,7,95.17,0,0.79,11.53,26.91
TM2,low,379.1526973,historic,1964,11,7,26.17,0,242.3,5.19,14.88
TM2,low,379.1526973,historic,1964,12,7,17.69,0,23.26,2.17,11.7
TM2,low,379.1526973,historic,1964,1,7,19.66,0,196.48,1.81,11.41
TM2,low,379.1526973,historic,1964,2,7,21.3,0,12.94,2.14,17.74
TM2,low,379.1526973,historic,1964,3,7,30.51,0,77.56,3.46,16.79
TM2,low,379.1526973,historic,1964,4,7,49.45,0,30.56,5.84,21.14
TM2,low,379.1526973,historic,1964,5,7,87.21,0,38.95,8.47,23.65
TM2,low,379.1526973,historic,1965,11,8,28.27,0,218.59,3.99,14.25
TM2,low,379.1526973,historic,1965,12,8,8.92,0,453.16,4.92,12.39
TM2,low,379.1526973,historic,1965,1,8,6.95,0,288.53,2.98,11.71
TM2,low,379.1526973,historic,1965,2,8,1.66,0,38.67,2.61,16.19
TM2,low,379.1526973,historic,1965,3,8,26.73,0,63.95,5.02,17.51
TM2,low,379.1526973,historic,1965,4,8,0,0,174.96,7.9,18.42
TM2,low,379.1526973,historic,1965,5,8,81.48,0,9.19,9.58,25.53
TM2,low,379.1526973,historic,1965,6,8,106.59,0,4.24,11.84,27.98
TM2,low,379.1526973,historic,1966,12,6,17.42,0,128.15,0.56,10.37
TM2,low,379.1526973,historic,1966,1,6,20.17,0,187.42,1.46,12.22
TM2,low,379.1526973,historic,1966,2,6,19.82,0,109.88,1.45,13.09
TM2,low,379.1526973,historic,1966,3,6,31.17,0,47.85,4.55,17.49
TM2,low,379.1526973,historic,1966,4,6,52.76,0,47.23,8.89,24.41
TM2,low,379.1526973,historic,1966,5,6,92.94,0,6.12,11.57,27.48
TM2,low,379.1526973,historic,1967,12,9,13.66,0,200.03,2.8,11.79
TM2,low,379.1526973,historic,1967,1,9,9.21,0,390.36,2.43,13.09
TM2,low,379.1526973,historic,1967,2,9,6.02,0,39.45,2.99,16.21
TM2,low,379.1526973,historic,1967,3,9,0,0,190.83,3.92,15.17
TM2,low,379.1526973,historic,1967,4,9,0,0,223.95,3.26,12.03
TM2,low,379.1526973,historic,1967,5,9,0,0,23.84,9.81,25.58
TM2,low,379.1526973,historic,1967,6,9,0,0,54.82,12.97,28.1
TM2,low,379.1526973,historic,1967,7,9,7.26,0,0,17.59,35.85
TM2,low,379.1526973,historic,1967,8,9,175.62,0,0.36,18.53,37.21
TM2,low,379.1526973,historic,1968,11,7,33.94,0,113.65,6.61,19.61
TM2,low,379.1526973,historic,1968,12,7,18.34,0,121.89,0.27,13.16
TM2,low,379.1526973,historic,1968,1,7,19.07,0,241.75,0.27,12.14
TM2,low,379.1526973,historic,1968,2,7,21.03,0,176.25,5.95,16.45
TM2,low,379.1526973,historic,1968,3,7,31.57,0,120.41,4.68,18.35
TM2,low,379.1526973,historic,1968,4,7,50.38,0,11.34,6.1,22.57
TM2,low,379.1526973,historic,1968,5,7,88.23,0,25.89,8.31,25.03
TM2,low,379.1526973,historic,1969,11,9,26.24,0,148.91,4.95,15.38
TM2,low,379.1526973,historic,1969,12,9,10.3,6.04,263.4,0.93,10.07
TM2,low,379.1526973,historic,1969,1,9,3.81,61.38,463.92,1.49,10.02
TM2,low,379.1526973,historic,1969,2,9,0,30.52,311.75,2.34,10.25
TM2,low,379.1526973,historic,1969,3,9,0,0,69.81,3.28,16.98
TM2,low,379.1526973,historic,1969,4,9,0,0,91.74,5.61,19.52
TM2,low,379.1526973,historic,1969,5,9,65.11,0,0.25,10.45,27.54
TM2,low,379.1526973,historic,1969,6,9,80.47,0,16.15,12.69,27.95
TM2,low,379.1526973,historic,1969,7,9,128.01,0,0.18,16.44,34.88
TM2,low,379.1526973,historic,1970,11,7,32.82,0,63.61,4.94,19.71
TM2,low,379.1526973,historic,1970,12,7,15.83,0,382.63,4.1,13.78
TM2,low,379.1526973,historic,1970,1,7,7.46,0,517.8499,4.91,12.71
TM2,low,379.1526973,historic,1970,2,7,2.15,0,95.31,4.53,16.82
TM2,low,379.1526973,historic,1970,3,7,15.39,0,107.96,4.77,18.28
TM2,low,379.1526973,historic,1970,4,7,47.2,0,25.07,4,18.84
TM2,low,379.1526973,historic,1970,5,7,91.5,0,4.4,10.62,26.66
TM2,low,379.1526973,historic,1971,11,7,27.45,0,302.47,6.67,16.26
TM2,low,379.1526973,historic,1971,12,7,8.57,0,315.16,2.44,9.73
TM2,low,379.1526973,historic,1971,1,7,18.09,0,104.14,1.69,12.61
TM2,low,379.1526973,historic,1971,2,7,20.39,0,10.6,1.22,15.26
TM2,low,379.1526973,historic,1971,3,7,27.97,0,179.47,3.7,15.92
TM2,low,379.1526973,historic,1971,4,7,47.86,0,40.12,4.9,19.16
TM2,low,379.1526973,historic,1971,5,7,85.52,0,39.71,8.27,21.93
TM2,low,379.1526973,historic,1972,12,6,17.21,3.88,199.02,0.34,9.62
TM2,low,379.1526973,historic,1972,1,6,19.49,0,87.26,0.3,11.3
TM2,low,379.1526973,historic,1972,2,6,21.02,0,106.97,4.15,14.79
TM2,low,379.1526973,historic,1972,3,6,32.99,0,43.47,6.71,20.21
TM2,low,379.1526973,historic,1972,4,6,48.79,0,86.87,6.25,19.52
TM2,low,379.1526973,historic,1972,5,6,90.64,0,24.15,10,26.24
TM2,low,379.1526973,historic,1973,10,8,52.24,0,95.37,9.5,21.7
TM2,low,379.1526973,historic,1973,11,8,19.56,0,220.57,4.48,13.64
TM2,low,379.1526973,historic,1973,12,8,10.1,11.36,153.17,-0.39,8.63
TM2,low,379.1526973,historic,1973,1,8,4.85,47.86,387.74,1.27,10.39
TM2,low,379.1526973,historic,1973,2,8,0,0,280.84,5.05,14.08
TM2,low,379.1526973,historic,1973,3,8,0,0,126.85,3.27,14.23
TM2,low,379.1526973,historic,1973,4,8,0,0,14.6,7.16,22.02
TM2,low,379.1526973,historic,1973,5,8,93.84,0,12.15,12.03,28
TM2,low,379.1526973,historic,1974,11,8,14.03,0,440.8,5.31,13.08
TM2,low,379.1526973,historic,1974,12,8,0,0,234.36,3.88,11.92
TM2,low,379.1526973,historic,1974,1,8,3.95,0,224.15,2.28,11.43
TM2,low,379.1526973,historic,1974,2,8,0,0,99.78,2.36,13.9
TM2,low,379.1526973,historic,1974,3,8,0,0,343.56,5.65,15.44
TM2,low,379.1526973,historic,1974,4,8,0,0,81.67,5.39,18.48
TM2,low,379.1526973,historic,1974,5,8,0,0,4.49,9.47,25.75
TM2,low,379.1526973,historic,1974,6,8,87.48,0,8.69,13.74,30.8
TM2,low,379.1526973,historic,1975,11,8,31.73,0,60.62,4.64,16.48
TM2,low,379.1526973,historic,1975,12,8,18.33,0,122.41,2.01,11.54
TM2,low,379.1526973,historic,1975,1,8,20.21,0,75.26,1.32,12.64
TM2,low,379.1526973,historic,1975,2,8,8.7,0,352.11,3.15,12.56
TM2,low,379.1526973,historic,1975,3,8,0,0,256.61,4.24,13.8
TM2,low,379.1526973,historic,1975,4,8,0,0,87.45,3.75,15.78
TM2,low,379.1526973,historic,1975,5,8,66.07,0,7.29,9.82,26.07
TM2,low,379.1526973,historic,1975,6,8,109.58,0,6.86,13.01,30.15
TM2,low,379.1526973,historic,1976,11,7,24.65,0,54.69,3.24,15.74
TM2,low,379.1526973,historic,1976,12,7,17.68,0,63.34,2.74,13.77
TM2,low,379.1526973,historic,1976,1,7,20.73,0,21.71,0.93,14.56
TM2,low,379.1526973,historic,1976,2,7,21.23,0,92.82,3.88,15.03
TM2,low,379.1526973,historic,1976,3,7,30.46,0,45.48,2.84,16.7
TM2,low,379.1526973,historic,1976,4,7,47.73,0,66.66,5.22,18.07
TM2,low,379.1526973,historic,1976,5,7,92.44,0,0.02,10.39,27.61
TM2,low,379.1526973,historic,1977,10,9,62.49,0,4.34,10.42,26.09
TM2,low,379.1526973,historic,1977,11,9,34.14,0,38.89,7.06,19.71
TM2,low,379.1526973,historic,1977,12,9,19.72,0,14.02,1.3,16.49
TM2,low,379.1526973,historic,1977,1,9,20.06,0,74.17,1,11.46
TM2,low,379.1526973,historic,1977,2,9,22.63,0,65.01,4.39,17.94
TM2,low,379.1526973,historic,1977,3,9,30.87,0,55.56,3.02,15.73
TM2,low,379.1526973,historic,1977,4,9,53.43,0,13.1,8.27,23.65
TM2,low,379.1526973,historic,1977,5,9,61.46,0,68.31,7.57,19.37
TM2,low,379.1526973,historic,1977,6,9,116.9,0,0.64,15.68,32.45
TM2,low,379.1526973,historic,1978,10,9,72.51,0,10.66,10.12,25.34
TM2,low,379.1526973,historic,1978,11,9,33.65,0,107.23,5.29,18.06
TM2,low,379.1526973,historic,1978,12,9,19.65,0,238.74,4.97,13.54
TM2,low,379.1526973,historic,1978,1,9,16.29,0,425.86,5.22,12.63
TM2,low,379.1526973,historic,1978,2,9,3.58,0,185.36,5.01,13.71
TM2,low,379.1526973,historic,1978,3,9,0,0,233.21,7.41,18.33
TM2,low,379.1526973,historic,1978,4,9,0,0,202.98,6.42,17.42
TM2,low,379.1526973,historic,1978,5,9,0,0,18.18,10.38,25.17
TM2,low,379.1526973,historic,1978,6,9,87.66,0,5.25,13.01,29.38
TM2,low,379.1526973,historic,1979,10,8,62.5,0,0,11.24,27.92
TM2,low,379.1526973,historic,1979,11,8,30.32,0,90.78,3.27,16.04
TM2,low,379.1526973,historic,1979,12,8,18.13,0,55.87,0.24,11.11
TM2,low,379.1526973,historic,1979,1,8,19.78,0,221.62,1.44,11.14
TM2,low,379.1526973,historic,1979,2,8,13.65,0,261.52,2.54,12.97
TM2,low,379.1526973,historic,1979,3,8,20.84,0,148.7,5.54,16.77
TM2,low,379.1526973,historic,1979,4,8,39.51,0,79.28,5.89,19.03
TM2,low,379.1526973,historic,1979,5,8,90.92,0,34.48,10.59,25.98
TM2,low,379.1526973,historic,1980,11,10,17.55,0,124.04,5.71,15.86
TM2,low,379.1526973,historic,1980,12,10,5.21,0,192.23,3.09,14.74
TM2,low,379.1526973,historic,1980,1,10,4.12,0,294.88,4.26,12.57
TM2,low,379.1526973,historic,1980,2,10,0,0,315.83,6.07,14.87
TM2,low,379.1526973,historic,1980,3,10,0,0,83.57,4.33,16.43
TM2,low,379.1526973,historic,1980,4,10,0,0,64.42,7.51,20.64
TM2,low,379.1526973,historic,1980,5,10,61.24,0,35.78,9.17,23.79
TM2,low,379.1526973,historic,1980,6,10,78.61,0,15.99,11.23,26.75
TM2,low,379.1526973,historic,1980,7,10,0,0,8.92,16.49,33.4
TM2,low,379.1526973,historic,1980,8,10,160.64,0,0.45,14.67,32.47
TM2,low,379.1526973,historic,1981,11,7,32.86,0,27.67,5.13,19.14
TM2,low,379.1526973,historic,1981,12,7,19.68,0,156.6,4.1,14.52
TM2,low,379.1526973,historic,1981,1,7,20.47,0,235.89,4.1,13.04
TM2,low,379.1526973,historic,1981,2,7,21.48,0,79.44,4.97,15.62
TM2,low,379.1526973,historic,1981,3,7,24.46,0,197.11,5.22,15.91
TM2,low,379.1526973,historic,1981,4,7,50.91,0,48.18,7.93,21.72
TM2,low,379.1526973,historic,1981,5,7,91.15,0,23.48,10.97,25.89
TM2,low,379.1526973,historic,1982,10,11,24.18,0,157.91,7.91,21.56
